	SRR8437484	SRR8437482	SRR8437483	SRR8437481	SRR8437478	SRR8437479
HORVU.MOREX.r3.4HG0384380	647	608	390	819	470	632
HORVU.MOREX.r3.4HG0384390	464	617	456	380	481	449
HORVU.MOREX.r3.4HG0384400	168	168	144	112	146	168
HORVU.MOREX.r3.4HG0384420	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0384440	175	226	136	263	175	296
HORVU.MOREX.r3.4HG0384450	47	44	48	46	39	49
HORVU.MOREX.r3.4HG0384470	7	2	1	10	0	2
HORVU.MOREX.r3.4HG0384510	1203	996	813	850	853	1011
HORVU.MOREX.r3.4HG0384550	0	0	0	2	0	0
HORVU.MOREX.r3.4HG0384560	586	1116	642	1175	804	1113
HORVU.MOREX.r3.4HG0384570	767	554	489	517	485	547
HORVU.MOREX.r3.4HG0384580	3502	7106	4083	5192	4656	5157
HORVU.MOREX.r3.4HG0384590	290	224	225	259	318	215
HORVU.MOREX.r3.4HG0384600	1482	1234	1121	1804	1276	1619
HORVU.MOREX.r3.4HG0384620	182	1067	509	408	535	482
HORVU.MOREX.r3.4HG0384630	2	2	4	0	0	7
HORVU.MOREX.r3.4HG0384640	237	460	260	273	372	456
HORVU.MOREX.r3.4HG0384690	717	487	592	452	588	584
HORVU.MOREX.r3.4HG0384700	131	160	97	413	118	119
HORVU.MOREX.r3.4HG0384780	0	2	0	0	2	0
HORVU.MOREX.r3.4HG0384790	2	0	2	2	2	2
HORVU.MOREX.r3.4HG0384800	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0384810	87	151	85	112	98	95
HORVU.MOREX.r3.4HG0384820	199	155	87	177	116	162
HORVU.MOREX.r3.4HG0384860	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0384910	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0384950	2315	1902	1183	1467	2026	1969
HORVU.MOREX.r3.4HG0384960	3	2	2	2	2	9
HORVU.MOREX.r3.4HG0384980	329	248	242	442	281	315
HORVU.MOREX.r3.4HG0385020	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0385030	82	293	137	121	82	129
HORVU.MOREX.r3.4HG0385040	1196	1635	1203	995	817	867
HORVU.MOREX.r3.4HG0385050	55	72	29	36	42	37
HORVU.MOREX.r3.4HG0385080	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0385100	1195	749	920	947	851	1224
HORVU.MOREX.r3.4HG0385110	1356	742	755	1218	809	959
HORVU.MOREX.r3.4HG0385140	0	0	0	0	2	0
HORVU.MOREX.r3.4HG0385160	106	52	52	76	58	82
HORVU.MOREX.r3.4HG0385170	897	877	764	1017	886	1148
HORVU.MOREX.r3.4HG0385190	338	222	263	319	246	247
HORVU.MOREX.r3.4HG0385200	111	138	87	123	109	101
HORVU.MOREX.r3.4HG0385210	298	275	199	307	239	316
HORVU.MOREX.r3.4HG0385240	1900	1589	1586	1647	1815	1980
HORVU.MOREX.r3.4HG0385260	614	367	504	455	439	542
HORVU.MOREX.r3.4HG0385270	9141	8248	7668	11829	7886	11108
HORVU.MOREX.r3.4HG0385300	16118	13660	13110	19058	12592	18544
HORVU.MOREX.r3.4HG0385330	0	22	6	0	16	6
HORVU.MOREX.r3.4HG0385420	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0385430	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0385500	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0385530	368	496	360	363	338	415
HORVU.MOREX.r3.4HG0385670	446	295	392	389	297	395
HORVU.MOREX.r3.4HG0385680	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0385690	2230	1391	1490	2641	1465	2055
HORVU.MOREX.r3.4HG0385720	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0385730	519	883	558	690	602	593
HORVU.MOREX.r3.4HG0385760	0	6	0	0	0	6
HORVU.MOREX.r3.4HG0385780	2029	1566	1640	2413	1370	1719
HORVU.MOREX.r3.4HG0385790	4327	3701	4764	5419	4267	7839
HORVU.MOREX.r3.4HG0385870	3143	3246	2933	2392	2546	3050
HORVU.MOREX.r3.4HG0385880	1540	1926	1121	1768	1425	1539
HORVU.MOREX.r3.4HG0385890	159	146	116	249	98	206
HORVU.MOREX.r3.4HG0385920	244	608	244	313	390	362
HORVU.MOREX.r3.4HG0385940	10118	10134	7754	8141	8494	9294
HORVU.MOREX.r3.4HG0385950	294	212	223	270	229	255
HORVU.MOREX.r3.4HG0385960	14	24	9	12	11	16
HORVU.MOREX.r3.4HG0385970	2466	1694	1513	2280	1991	2118
HORVU.MOREX.r3.4HG0385990	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0386000	1164	916	807	1085	944	1108
HORVU.MOREX.r3.4HG0386020	1811	1662	1384	2035	1642	1886
HORVU.MOREX.r3.4HG0386050	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0386060	12	16	12	16	2	14
HORVU.MOREX.r3.4HG0386070	74	53	78	42	99	84
HORVU.MOREX.r3.4HG0386080	1876	1538	1662	1609	1513	1904
HORVU.MOREX.r3.4HG0386090	20	82	68	114	33	113
HORVU.MOREX.r3.4HG0386110	4	6	2	2	0	6
HORVU.MOREX.r3.4HG0386170	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0386180	3775	7880	3224	3619	3267	3738
HORVU.MOREX.r3.4HG0386190	739	1006	739	816	751	879
HORVU.MOREX.r3.4HG0386200	15	5	2	15	3	4
HORVU.MOREX.r3.4HG0386270	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0386280	787	444	417	965	577	710
HORVU.MOREX.r3.4HG0386290	744	489	541	722	649	690
HORVU.MOREX.r3.4HG0386300	0	0	8	0	2	2
HORVU.MOREX.r3.4HG0386310	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0386330	5	0	2	0	7	8
HORVU.MOREX.r3.4HG0386360	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0386380	2426	5580	3612	3133	3577	4018
HORVU.MOREX.r3.4HG0386400	1509	1267	755	1584	905	1285
HORVU.MOREX.r3.4HG0386460	500	429	240	453	335	411
HORVU.MOREX.r3.4HG0386470	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0386480	3458	2922	2189	5115	2879	3577
HORVU.MOREX.r3.4HG0386490	330	367	273	412	270	287
HORVU.MOREX.r3.4HG0386520	10	2	8	6	7	10
HORVU.MOREX.r3.4HG0386530	1	0	0	0	0	0
HORVU.MOREX.r3.4HG0386550	3079	2397	1597	2740	2537	2687
HORVU.MOREX.r3.4HG0386580	10	8	4	18	6	10
HORVU.MOREX.r3.4HG0386590	548	508	387	791	440	595
HORVU.MOREX.r3.4HG0386610	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0386620	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0386660	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0386680	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0386780	49	58	53	161	85	115
HORVU.MOREX.r3.4HG0386800	5063	4949	4271	6066	4638	5855
HORVU.MOREX.r3.4HG0386830	14	2	4	6	2	4
HORVU.MOREX.r3.4HG0386840	0	0	0	0	2	1
HORVU.MOREX.r3.4HG0386850	668	285	290	487	396	441
HORVU.MOREX.r3.4HG0386860	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0386880	372	209	203	367	225	310
HORVU.MOREX.r3.4HG0386890	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0386900	3374	1613	1546	612	1211	936
HORVU.MOREX.r3.4HG0386920	3043	2228	1701	2186	1625	2142
HORVU.MOREX.r3.4HG0386930	3158	8907	4184	3722	5343	5078
HORVU.MOREX.r3.4HG0386940	1061	890	854	899	801	1041
HORVU.MOREX.r3.4HG0386950	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0386980	6	8	2	4	6	8
HORVU.MOREX.r3.4HG0387000	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0387020	6	12	6	4	10	12
HORVU.MOREX.r3.4HG0387030	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0387040	1206	1335	1211	1462	972	1408
HORVU.MOREX.r3.4HG0387050	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0387070	412	334	340	389	311	412
HORVU.MOREX.r3.4HG0387120	0	1	0	0	2	0
HORVU.MOREX.r3.4HG0387150	2	10	1	2	1	2
HORVU.MOREX.r3.4HG0387160	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0387200	68	100	69	42	78	86
HORVU.MOREX.r3.4HG0387220	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0387260	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0387270	41286	95548	56237	56064	59189	60375
HORVU.MOREX.r3.4HG0387290	303	306	221	483	240	306
HORVU.MOREX.r3.4HG0387300	371	311	262	408	317	330
HORVU.MOREX.r3.4HG0387340	17	6	6	3	10	11
HORVU.MOREX.r3.4HG0387400	0	0	2	0	0	0
HORVU.MOREX.r3.4HG0387410	4833	4161	3831	5243	4061	5619
HORVU.MOREX.r3.4HG0387430	5043	3988	3802	5526	4581	5335
HORVU.MOREX.r3.4HG0387510	2192	1562	1547	2232	1498	1989
HORVU.MOREX.r3.4HG0387520	7195	4721	6135	10696	6425	7963
HORVU.MOREX.r3.4HG0387540	3906	6069	4785	6547	6683	7083
HORVU.MOREX.r3.4HG0387550	288	308	225	718	196	372
HORVU.MOREX.r3.4HG0387570	1	0	0	0	0	0
HORVU.MOREX.r3.4HG0387580	298	247	204	177	191	245
HORVU.MOREX.r3.4HG0387590	0	0	0	0	2	0
HORVU.MOREX.r3.4HG0387600	7366	6149	5463	5175	4615	6280
HORVU.MOREX.r3.4HG0387610	64	171	89	162	49	95
HORVU.MOREX.r3.4HG0387640	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0387650	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0387850	404	271	270	384	240	357
HORVU.MOREX.r3.4HG0387870	72183	84063	55803	91847	65099	82685
HORVU.MOREX.r3.4HG0387910	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0387930	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0387940	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0388030	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0388110	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0388120	166	204	134	218	289	379
HORVU.MOREX.r3.4HG0388130	864	615	651	784	556	701
HORVU.MOREX.r3.4HG0388180	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0388200	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0388210	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0388220	8047	7448	6966	8363	6930	9201
HORVU.MOREX.r3.4HG0388240	608	554	446	636	557	620
HORVU.MOREX.r3.4HG0388250	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0388260	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0388270	6	27	20	20	12	12
HORVU.MOREX.r3.4HG0388310	3622	3581	3139	3023	3334	3640
HORVU.MOREX.r3.4HG0388320	422	362	313	462	314	396
HORVU.MOREX.r3.4HG0388390	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0388400	1523	2818	1575	2527	2172	1915
HORVU.MOREX.r3.4HG0388430	6755	5025	5188	6489	4977	6101
HORVU.MOREX.r3.4HG0388440	898	3346	1753	1640	2219	1581
HORVU.MOREX.r3.4HG0388460	16	4	8	2	0	0
HORVU.MOREX.r3.4HG0388470	993	863	974	322	812	882
HORVU.MOREX.r3.4HG0388480	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0388500	1222	1152	867	1475	966	1163
HORVU.MOREX.r3.4HG0388540	459	278	348	311	286	386
HORVU.MOREX.r3.4HG0388580	452	420	418	375	385	352
HORVU.MOREX.r3.4HG0388600	39	93	58	15	60	54
HORVU.MOREX.r3.4HG0388680	1044	923	944	1244	849	1057
HORVU.MOREX.r3.4HG0388700	196	579	223	354	272	272
HORVU.MOREX.r3.4HG0388720	159	145	105	86	99	106
HORVU.MOREX.r3.4HG0388730	2	6	4	8	8	17
HORVU.MOREX.r3.4HG0388780	758	2055	899	1032	1221	1132
HORVU.MOREX.r3.4HG0388810	107	224	179	357	188	222
HORVU.MOREX.r3.4HG0388820	1073	941	896	1105	927	1050
HORVU.MOREX.r3.4HG0388830	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0388840	1167	679	801	1208	625	987
HORVU.MOREX.r3.4HG0388860	2033	1771	1306	2076	1819	1994
HORVU.MOREX.r3.4HG0388870	920	717	563	562	498	593
HORVU.MOREX.r3.4HG0388890	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0388940	288	422	347	321	376	500
HORVU.MOREX.r3.4HG0388950	1964	1584	1682	1319	1449	1812
HORVU.MOREX.r3.4HG0388980	1301	1415	1316	1120	1231	1514
HORVU.MOREX.r3.4HG0389000	164	249	154	250	152	135
HORVU.MOREX.r3.4HG0389020	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0389040	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0389060	2571	2141	2222	2001	2074	2260
HORVU.MOREX.r3.4HG0389110	2	4	1	0	4	2
HORVU.MOREX.r3.4HG0389120	661	585	465	332	570	644
HORVU.MOREX.r3.4HG0389130	1217	964	872	768	731	865
HORVU.MOREX.r3.4HG0389160	1045	712	639	821	926	788
HORVU.MOREX.r3.4HG0389180	2910	2460	2362	2425	2029	2654
HORVU.MOREX.r3.4HG0389200	158	311	137	318	324	351
HORVU.MOREX.r3.4HG0389210	303	255	261	374	178	236
HORVU.MOREX.r3.4HG0389240	178	264	162	185	113	171
HORVU.MOREX.r3.4HG0389250	175	519	261	319	363	405
HORVU.MOREX.r3.4HG0389260	18633	43544	23420	24641	30845	29276
HORVU.MOREX.r3.4HG0389310	990	628	847	367	600	580
HORVU.MOREX.r3.4HG0389340	582	659	595	503	454	608
HORVU.MOREX.r3.4HG0389360	214	219	233	253	189	242
HORVU.MOREX.r3.4HG0389370	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0389380	1184	951	812	1084	1014	1058
HORVU.MOREX.r3.4HG0389400	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0389410	706	846	673	869	807	922
HORVU.MOREX.r3.4HG0389430	260	832	433	472	476	537
HORVU.MOREX.r3.4HG0389440	0	0	0	4	0	0
HORVU.MOREX.r3.4HG0389460	926	675	690	970	782	929
HORVU.MOREX.r3.4HG0389470	4049	2577	3716	3888	3112	4204
HORVU.MOREX.r3.4HG0389480	228	254	228	200	208	194
HORVU.MOREX.r3.4HG0389490	8099	10093	9139	5743	7848	7762
HORVU.MOREX.r3.4HG0389500	226	261	305	207	191	222
HORVU.MOREX.r3.4HG0389510	3038	2027	1747	3616	2826	2840
HORVU.MOREX.r3.4HG0389520	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0389530	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0389540	14681	12875	10332	9766	13116	11945
HORVU.MOREX.r3.4HG0389550	955	1019	795	1026	799	1026
HORVU.MOREX.r3.4HG0389580	556	550	417	566	443	542
HORVU.MOREX.r3.4HG0389590	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0389610	267	261	199	230	187	210
HORVU.MOREX.r3.4HG0389620	2859	3009	2882	2330	2699	2846
HORVU.MOREX.r3.4HG0389630	0	0	0	0	0	1
HORVU.MOREX.r3.4HG0389640	0	1	0	0	0	1
HORVU.MOREX.r3.4HG0389650	4	13	4	28	10	6
HORVU.MOREX.r3.4HG0389660	220	154	168	195	162	200
HORVU.MOREX.r3.4HG0389700	6	52	12	2	14	3
HORVU.MOREX.r3.4HG0389720	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0389730	1575	976	1043	2629	1008	1780
HORVU.MOREX.r3.4HG0389740	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0389790	791	540	504	942	489	705
HORVU.MOREX.r3.4HG0389810	80	52	63	77	40	60
HORVU.MOREX.r3.4HG0389850	2105	3016	2248	2346	2170	2564
HORVU.MOREX.r3.4HG0389860	1197	1005	999	1108	892	1308
HORVU.MOREX.r3.4HG0389880	2416	1638	1835	2572	1702	2247
HORVU.MOREX.r3.4HG0389890	13	7	8	22	2	8
HORVU.MOREX.r3.4HG0389900	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390010	1811	1362	1433	1534	1293	1743
HORVU.MOREX.r3.4HG0390020	1279	1422	1164	1371	1293	1477
HORVU.MOREX.r3.4HG0390030	0	0	0	0	4	0
HORVU.MOREX.r3.4HG0390130	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390140	1290	1055	989	1192	1058	1382
HORVU.MOREX.r3.4HG0390160	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390170	0	0	0	2	0	0
HORVU.MOREX.r3.4HG0390200	61	65	52	135	57	108
HORVU.MOREX.r3.4HG0390210	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390230	1246	909	1114	990	977	1259
HORVU.MOREX.r3.4HG0390240	211	153	167	186	155	251
HORVU.MOREX.r3.4HG0390260	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390270	1198	1213	1055	1276	1075	1489
HORVU.MOREX.r3.4HG0390280	335	217	270	305	251	370
HORVU.MOREX.r3.4HG0390310	2	7	4	19	10	15
HORVU.MOREX.r3.4HG0390380	1270	1044	599	1564	944	1011
HORVU.MOREX.r3.4HG0390400	565	1687	1107	1158	1089	1404
HORVU.MOREX.r3.4HG0390430	3290	2427	2667	2278	2420	2663
HORVU.MOREX.r3.4HG0390440	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390450	21	105	21	28	28	25
HORVU.MOREX.r3.4HG0390520	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390530	0	0	0	0	2	4
HORVU.MOREX.r3.4HG0390540	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390550	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390560	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390580	225	106	146	158	160	145
HORVU.MOREX.r3.4HG0390590	11	7	8	22	10	22
HORVU.MOREX.r3.4HG0390600	0	0	0	2	0	0
HORVU.MOREX.r3.4HG0390610	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390620	908	711	571	1099	604	970
HORVU.MOREX.r3.4HG0390630	348	221	166	215	164	278
HORVU.MOREX.r3.4HG0390650	23	48	32	89	60	21
HORVU.MOREX.r3.4HG0390660	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390670	1	0	0	0	0	0
HORVU.MOREX.r3.4HG0390680	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390690	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390700	2343	1745	1667	2637	1762	2111
HORVU.MOREX.r3.4HG0390710	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390720	2	2	4	2	4	2
HORVU.MOREX.r3.4HG0390740	325	909	542	558	293	499
HORVU.MOREX.r3.4HG0390750	35	139	39	81	40	53
HORVU.MOREX.r3.4HG0390770	198	177	193	136	160	169
HORVU.MOREX.r3.4HG0390820	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390830	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390860	5	9	15	5	10	7
HORVU.MOREX.r3.4HG0390870	3	2	1	4	3	3
HORVU.MOREX.r3.4HG0390890	2	13	13	1	6	10
HORVU.MOREX.r3.4HG0390900	2	1	1	1	2	0
HORVU.MOREX.r3.4HG0390910	20	26	6	14	16	25
HORVU.MOREX.r3.4HG0390930	579	456	414	549	505	595
HORVU.MOREX.r3.4HG0390950	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0390960	445	393	249	1370	388	560
HORVU.MOREX.r3.4HG0390990	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0391040	91	449	205	153	263	241
HORVU.MOREX.r3.4HG0391050	1505	1656	1186	864	1059	1069
HORVU.MOREX.r3.4HG0391070	872	785	600	1014	603	663
HORVU.MOREX.r3.4HG0391100	1049	3657	1271	1512	2265	1744
HORVU.MOREX.r3.4HG0391110	896	652	532	708	495	737
HORVU.MOREX.r3.4HG0391120	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0391130	2399	3180	2376	2251	2188	3339
HORVU.MOREX.r3.4HG0391140	4288	3394	3155	6874	3521	4773
HORVU.MOREX.r3.4HG0391150	6084	5737	3801	6527	4976	5543
HORVU.MOREX.r3.4HG0391160	291	348	267	331	280	359
HORVU.MOREX.r3.4HG0391170	1177	511	513	518	788	1074
HORVU.MOREX.r3.4HG0391180	2365	2088	1775	1632	1521	1899
HORVU.MOREX.r3.4HG0391190	602	644	493	526	743	635
HORVU.MOREX.r3.4HG0391200	1024	816	682	1189	838	1075
HORVU.MOREX.r3.4HG0391220	142	121	95	107	123	127
HORVU.MOREX.r3.4HG0391260	84	164	108	101	128	109
HORVU.MOREX.r3.4HG0391280	459	371	332	466	271	408
HORVU.MOREX.r3.4HG0391290	861	734	602	850	605	766
HORVU.MOREX.r3.4HG0391310	10	4	4	4	2	4
HORVU.MOREX.r3.4HG0391330	1256	933	960	1406	1052	1330
HORVU.MOREX.r3.4HG0391340	0	8	4	4	0	2
HORVU.MOREX.r3.4HG0391400	196	211	204	139	203	250
HORVU.MOREX.r3.4HG0391410	979	526	699	1067	745	1002
HORVU.MOREX.r3.4HG0391420	130	73	43	116	76	84
HORVU.MOREX.r3.4HG0391430	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0391440	56	48	33	74	31	54
HORVU.MOREX.r3.4HG0391450	271	216	162	261	217	228
HORVU.MOREX.r3.4HG0391460	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0391470	14	22	4	14	14	12
HORVU.MOREX.r3.4HG0391480	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0391490	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0391560	8933	9094	6134	9830	7532	8442
HORVU.MOREX.r3.4HG0391570	8605	9731	11762	5413	6671	8390
HORVU.MOREX.r3.4HG0391580	2807	6449	3032	2731	3187	3271
HORVU.MOREX.r3.4HG0391590	196	117	112	130	112	106
HORVU.MOREX.r3.4HG0391600	3042	2679	3003	2630	2334	3076
HORVU.MOREX.r3.4HG0391610	112	53	60	110	89	85
HORVU.MOREX.r3.4HG0391670	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0391690	2393	2822	2887	2465	2224	2753
HORVU.MOREX.r3.4HG0391710	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0391730	186	245	172	195	158	227
HORVU.MOREX.r3.4HG0391740	939	836	744	852	803	863
HORVU.MOREX.r3.4HG0391760	638	997	673	939	811	737
HORVU.MOREX.r3.4HG0391770	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0391810	22	101	21	20	57	51
HORVU.MOREX.r3.4HG0391820	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0391870	45	24	8	16	10	13
HORVU.MOREX.r3.4HG0391890	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0391900	963	882	642	848	619	712
HORVU.MOREX.r3.4HG0391910	122	107	88	180	65	73
HORVU.MOREX.r3.4HG0391930	1019	878	868	912	789	888
HORVU.MOREX.r3.4HG0391940	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0391970	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0391980	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0391990	3380	2297	1919	4052	2279	3082
HORVU.MOREX.r3.4HG0392110	18	31	41	59	60	19
HORVU.MOREX.r3.4HG0392120	254	401	172	375	343	265
HORVU.MOREX.r3.4HG0392150	279	277	328	155	282	364
HORVU.MOREX.r3.4HG0392160	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392220	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392230	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392240	102	113	147	60	82	72
HORVU.MOREX.r3.4HG0392290	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392300	0	0	0	0	1	0
HORVU.MOREX.r3.4HG0392320	4254	6234	5063	4162	3647	3989
HORVU.MOREX.r3.4HG0392340	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392350	29	53	63	24	34	41
HORVU.MOREX.r3.4HG0392370	3	4	3	4	3	1
HORVU.MOREX.r3.4HG0392380	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392390	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392400	596	533	343	461	512	536
HORVU.MOREX.r3.4HG0392420	0	1	0	2	0	0
HORVU.MOREX.r3.4HG0392430	517	558	495	603	520	646
HORVU.MOREX.r3.4HG0392440	4246	2070	4432	5716	4229	6119
HORVU.MOREX.r3.4HG0392460	627	723	538	847	597	801
HORVU.MOREX.r3.4HG0392470	2	0	0	0	2	0
HORVU.MOREX.r3.4HG0392480	2951	1405	2525	4662	1437	2554
HORVU.MOREX.r3.4HG0392500	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392520	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392530	10	12	4	45	21	29
HORVU.MOREX.r3.4HG0392580	33	161	39	80	75	78
HORVU.MOREX.r3.4HG0392590	169	101	88	155	110	125
HORVU.MOREX.r3.4HG0392610	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392620	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392650	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392660	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392670	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392680	6	4	4	2	12	2
HORVU.MOREX.r3.4HG0392690	506	586	441	487	410	430
HORVU.MOREX.r3.4HG0392700	5119	4223	3874	5545	4334	5038
HORVU.MOREX.r3.4HG0392730	3023	2461	2527	2737	2810	3282
HORVU.MOREX.r3.4HG0392790	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0392800	256	313	209	212	206	298
HORVU.MOREX.r3.4HG0392810	630	539	571	574	579	613
HORVU.MOREX.r3.4HG0392820	2977	3087	2965	2896	2109	2164
HORVU.MOREX.r3.4HG0392850	52	57	47	42	51	41
HORVU.MOREX.r3.4HG0392860	87	75	48	63	55	82
HORVU.MOREX.r3.4HG0392880	2762	2795	2420	1857	2200	2560
HORVU.MOREX.r3.4HG0392890	4	2	0	6	6	4
HORVU.MOREX.r3.4HG0392940	212	278	212	431	258	317
HORVU.MOREX.r3.4HG0392950	1468	1000	781	1322	1137	1158
HORVU.MOREX.r3.4HG0392970	2767	2102	2058	3731	1835	2783
HORVU.MOREX.r3.4HG0393010	1016	934	793	850	798	900
HORVU.MOREX.r3.4HG0393020	2200	1631	1725	2388	1677	2194
HORVU.MOREX.r3.4HG0393050	63	33	31	420	57	165
HORVU.MOREX.r3.4HG0393080	853	1035	627	887	588	663
HORVU.MOREX.r3.4HG0393090	131	107	85	100	119	124
HORVU.MOREX.r3.4HG0393110	632	575	402	548	605	664
HORVU.MOREX.r3.4HG0393120	406	361	401	266	304	405
HORVU.MOREX.r3.4HG0393150	699	588	580	919	580	859
HORVU.MOREX.r3.4HG0393160	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0393170	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0393250	27	37	6	14	28	40
HORVU.MOREX.r3.4HG0393260	1833	1743	1749	1923	1564	1965
HORVU.MOREX.r3.4HG0393280	6	7	5	2	4	6
HORVU.MOREX.r3.4HG0393300	8	2	4	16	4	11
HORVU.MOREX.r3.4HG0393320	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0393330	82	66	50	119	89	84
HORVU.MOREX.r3.4HG0393350	3396	5019	4436	3249	2752	3483
HORVU.MOREX.r3.4HG0393390	1182	1094	1042	2199	1157	1522
HORVU.MOREX.r3.4HG0393440	0	0	0	0	0	0
HORVU.MOREX.r3.4HG0393450	0	0	0	0	0	0
