	SRR8437484	SRR8437482	SRR8437483	SRR8437481	SRR8437478	SRR8437479
HORVU.MOREX.r3.2HG0180710	32	46	30	32	54	44
HORVU.MOREX.r3.2HG0180720	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180730	692	1361	598	889	923	908
HORVU.MOREX.r3.2HG0180740	1290	917	826	946	892	1084
HORVU.MOREX.r3.2HG0180750	272	267	169	287	199	340
HORVU.MOREX.r3.2HG0180780	0	2	0	0	0	1
HORVU.MOREX.r3.2HG0180800	24	27	11	36	12	36
HORVU.MOREX.r3.2HG0180810	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180820	12854	13695	13349	12627	13131	16219
HORVU.MOREX.r3.2HG0180830	1	0	0	0	0	0
HORVU.MOREX.r3.2HG0180850	130	98	89	96	78	104
HORVU.MOREX.r3.2HG0180860	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180880	4	0	0	0	0	0
HORVU.MOREX.r3.2HG0180890	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180900	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180930	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0180950	1107	935	729	1361	747	958
HORVU.MOREX.r3.2HG0180960	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181010	37	65	42	40	67	101
HORVU.MOREX.r3.2HG0181020	177	134	228	145	131	177
HORVU.MOREX.r3.2HG0181030	37	26	37	56	32	55
HORVU.MOREX.r3.2HG0181040	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181050	288	171	184	340	167	283
HORVU.MOREX.r3.2HG0181060	2	0	0	8	4	8
HORVU.MOREX.r3.2HG0181100	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181110	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181130	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181150	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181160	5	0	0	0	3	1
HORVU.MOREX.r3.2HG0181170	7	0	10	1	4	22
HORVU.MOREX.r3.2HG0181240	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181250	0	0	1	0	0	0
HORVU.MOREX.r3.2HG0181290	605	493	388	538	441	584
HORVU.MOREX.r3.2HG0181310	16	5	12	8	5	13
HORVU.MOREX.r3.2HG0181330	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181350	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181370	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181380	4	0	4	0	6	18
HORVU.MOREX.r3.2HG0181390	35	10	31	25	37	14
HORVU.MOREX.r3.2HG0181410	334	262	276	127	173	285
HORVU.MOREX.r3.2HG0181460	1234	1736	1103	1462	1168	1364
HORVU.MOREX.r3.2HG0181470	1058	696	610	535	658	714
HORVU.MOREX.r3.2HG0181480	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181490	0	4	3	0	0	1
HORVU.MOREX.r3.2HG0181510	7635	1838	4617	2033	2130	3113
HORVU.MOREX.r3.2HG0181520	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181530	1256	1257	1081	711	1023	1039
HORVU.MOREX.r3.2HG0181540	327	196	99	1067	156	208
HORVU.MOREX.r3.2HG0181550	1177	856	1079	962	944	1240
HORVU.MOREX.r3.2HG0181570	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181610	106	27	52	59	67	106
HORVU.MOREX.r3.2HG0181620	17	24	19	17	17	23
HORVU.MOREX.r3.2HG0181640	0	1	0	0	0	0
HORVU.MOREX.r3.2HG0181650	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181660	390	214	297	474	361	407
HORVU.MOREX.r3.2HG0181680	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181690	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181700	46	53	62	135	64	92
HORVU.MOREX.r3.2HG0181760	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181770	2	0	0	2	0	0
HORVU.MOREX.r3.2HG0181800	37	51	46	33	37	59
HORVU.MOREX.r3.2HG0181840	1150	1544	1477	2094	1586	1749
HORVU.MOREX.r3.2HG0181870	266	280	234	354	207	273
HORVU.MOREX.r3.2HG0181880	1331	802	738	1306	850	993
HORVU.MOREX.r3.2HG0181900	1279	2031	2315	486	865	1265
HORVU.MOREX.r3.2HG0181910	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0181940	16	8	1	10	9	8
HORVU.MOREX.r3.2HG0181960	5	9	2	4	12	8
HORVU.MOREX.r3.2HG0181970	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0182000	0	1	0	0	0	0
HORVU.MOREX.r3.2HG0182010	283	296	145	1153	123	345
HORVU.MOREX.r3.2HG0182020	203	214	70	741	100	240
HORVU.MOREX.r3.2HG0182030	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0182060	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0182080	123	181	63	415	83	162
HORVU.MOREX.r3.2HG0182090	210	251	105	723	135	266
HORVU.MOREX.r3.2HG0182150	0	2	0	0	0	0
HORVU.MOREX.r3.2HG0182190	20	25	24	29	27	70
HORVU.MOREX.r3.2HG0182210	74	326	126	118	167	148
HORVU.MOREX.r3.2HG0182220	37	20	25	31	31	42
HORVU.MOREX.r3.2HG0182280	878	591	813	539	691	972
HORVU.MOREX.r3.2HG0182320	2452	1829	1633	1808	1850	1753
HORVU.MOREX.r3.2HG0182330	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0182350	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0182370	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0182380	8732	4470	7415	3573	4223	6310
HORVU.MOREX.r3.2HG0182390	287	353	178	230	275	337
HORVU.MOREX.r3.2HG0182400	12613	19949	18578	11539	18488	18655
HORVU.MOREX.r3.2HG0182420	391	294	326	335	250	331
HORVU.MOREX.r3.2HG0182430	174	170	165	153	188	239
HORVU.MOREX.r3.2HG0182440	197	140	118	241	175	199
HORVU.MOREX.r3.2HG0182450	491	334	356	487	344	391
HORVU.MOREX.r3.2HG0182460	0	2	0	10	3	4
HORVU.MOREX.r3.2HG0182470	24	123	20	77	47	54
HORVU.MOREX.r3.2HG0182550	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0182570	367	485	358	333	461	480
HORVU.MOREX.r3.2HG0182620	632	488	389	499	442	454
HORVU.MOREX.r3.2HG0182630	6	3	0	10	5	14
HORVU.MOREX.r3.2HG0182650	307	382	184	254	269	173
HORVU.MOREX.r3.2HG0182690	168	57	96	98	40	93
HORVU.MOREX.r3.2HG0182730	24	12	7	59	6	15
HORVU.MOREX.r3.2HG0182740	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0182770	4	0	0	0	0	0
HORVU.MOREX.r3.2HG0182800	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0182810	2081	820	1512	2873	1249	2206
HORVU.MOREX.r3.2HG0182820	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0182840	2987	2568	3118	5249	3423	4419
HORVU.MOREX.r3.2HG0182850	0	2	0	0	0	0
HORVU.MOREX.r3.2HG0182860	2	0	0	2	0	0
HORVU.MOREX.r3.2HG0182880	896	872	823	859	801	971
HORVU.MOREX.r3.2HG0182910	0	0	0	0	0	2
HORVU.MOREX.r3.2HG0182920	607	897	747	469	726	657
HORVU.MOREX.r3.2HG0182990	194	115	190	57	62	101
HORVU.MOREX.r3.2HG0183010	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183020	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183040	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183060	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183080	16	14	6	13	20	22
HORVU.MOREX.r3.2HG0183140	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183150	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183170	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183220	24	18	18	16	29	13
HORVU.MOREX.r3.2HG0183240	570	409	485	300	379	487
HORVU.MOREX.r3.2HG0183300	4049	2912	2752	3055	2603	3034
HORVU.MOREX.r3.2HG0183310	0	0	2	0	0	0
HORVU.MOREX.r3.2HG0183320	244	170	203	167	230	230
HORVU.MOREX.r3.2HG0183330	48	181	59	5	30	28
HORVU.MOREX.r3.2HG0183350	443	190	295	187	224	433
HORVU.MOREX.r3.2HG0183360	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183370	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183380	0	13	0	6	2	0
HORVU.MOREX.r3.2HG0183390	58	196	74	24	39	63
HORVU.MOREX.r3.2HG0183400	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183420	1130	1311	932	1440	1236	1142
HORVU.MOREX.r3.2HG0183430	1512	1671	1298	1922	1525	1780
HORVU.MOREX.r3.2HG0183440	500	345	317	461	359	523
HORVU.MOREX.r3.2HG0183450	778	550	501	600	481	575
HORVU.MOREX.r3.2HG0183460	394	740	445	327	471	358
HORVU.MOREX.r3.2HG0183470	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183520	40	27	16	59	42	47
HORVU.MOREX.r3.2HG0183530	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183550	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183600	417	141	352	127	221	191
HORVU.MOREX.r3.2HG0183610	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183620	8915	10361	8959	6799	9121	9673
HORVU.MOREX.r3.2HG0183630	8	4	2	4	0	4
HORVU.MOREX.r3.2HG0183640	0	0	9	4	8	12
HORVU.MOREX.r3.2HG0183650	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0183660	660	795	668	793	665	850
HORVU.MOREX.r3.2HG0183670	53	31	65	57	26	71
HORVU.MOREX.r3.2HG0183710	1138	1242	980	997	1153	1303
HORVU.MOREX.r3.2HG0183720	822	718	517	741	708	783
HORVU.MOREX.r3.2HG0183730	25	10	22	9	6	18
HORVU.MOREX.r3.2HG0183740	167	90	49	552	85	175
HORVU.MOREX.r3.2HG0183750	80	78	92	169	95	119
HORVU.MOREX.r3.2HG0183770	8	14	6	11	8	13
HORVU.MOREX.r3.2HG0183780	6	6	7	2	10	16
HORVU.MOREX.r3.2HG0183810	989	686	592	610	548	701
HORVU.MOREX.r3.2HG0183820	606	431	448	486	535	617
HORVU.MOREX.r3.2HG0183830	1630	1350	1562	1130	1106	1533
HORVU.MOREX.r3.2HG0183850	1880	1082	1570	741	970	1198
HORVU.MOREX.r3.2HG0183860	12710	4458	7442	4619	4166	4778
HORVU.MOREX.r3.2HG0183870	283	105	144	187	164	187
HORVU.MOREX.r3.2HG0183880	610	732	717	771	638	793
HORVU.MOREX.r3.2HG0183890	2163	1286	1719	2647	1587	2150
HORVU.MOREX.r3.2HG0183900	20	7	13	16	2	16
HORVU.MOREX.r3.2HG0183920	860	770	517	776	675	730
HORVU.MOREX.r3.2HG0183930	336	363	254	613	306	537
HORVU.MOREX.r3.2HG0183940	433	235	381	530	304	525
HORVU.MOREX.r3.2HG0183960	425	487	415	436	395	530
HORVU.MOREX.r3.2HG0183980	5	1	1	0	0	3
HORVU.MOREX.r3.2HG0183990	16	4	7	45	5	23
HORVU.MOREX.r3.2HG0184000	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184010	67	47	82	14	56	98
HORVU.MOREX.r3.2HG0184020	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184050	34	31	34	42	61	48
HORVU.MOREX.r3.2HG0184060	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184070	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184080	3	6	2	6	3	4
HORVU.MOREX.r3.2HG0184130	1	0	6	5	2	2
HORVU.MOREX.r3.2HG0184140	735	639	531	618	621	639
HORVU.MOREX.r3.2HG0184150	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184160	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184170	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184180	34209	28940	27653	17553	18639	20618
HORVU.MOREX.r3.2HG0184230	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184240	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184250	2	0	1	0	3	0
HORVU.MOREX.r3.2HG0184260	3740	4272	3896	4043	6276	4788
HORVU.MOREX.r3.2HG0184270	280	461	263	406	297	399
HORVU.MOREX.r3.2HG0184290	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184300	110	58	62	95	96	76
HORVU.MOREX.r3.2HG0184310	135	105	92	123	102	123
HORVU.MOREX.r3.2HG0184320	1091	1053	853	1062	913	1062
HORVU.MOREX.r3.2HG0184360	2838	3966	3576	3058	3538	4388
HORVU.MOREX.r3.2HG0184370	321	274	157	245	256	282
HORVU.MOREX.r3.2HG0184380	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184410	0	2	4	0	0	0
HORVU.MOREX.r3.2HG0184420	233	173	205	245	186	240
HORVU.MOREX.r3.2HG0184430	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184450	965	1089	971	572	857	698
HORVU.MOREX.r3.2HG0184460	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184480	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184520	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184530	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184540	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184550	1901	3268	2382	2090	2961	3197
HORVU.MOREX.r3.2HG0184560	236	282	184	275	201	292
HORVU.MOREX.r3.2HG0184570	1	3	7	2	2	2
HORVU.MOREX.r3.2HG0184580	3	4	2	2	6	4
HORVU.MOREX.r3.2HG0184590	466	244	292	323	324	331
HORVU.MOREX.r3.2HG0184620	1161	1191	664	1434	948	1095
HORVU.MOREX.r3.2HG0184630	21199	52652	18344	35823	24186	30662
HORVU.MOREX.r3.2HG0184640	0	0	0	14	4	2
HORVU.MOREX.r3.2HG0184650	1337	1263	1174	1014	1294	1477
HORVU.MOREX.r3.2HG0184660	0	8	4	2	2	14
HORVU.MOREX.r3.2HG0184670	136	263	152	173	135	182
HORVU.MOREX.r3.2HG0184680	94	141	111	90	117	107
HORVU.MOREX.r3.2HG0184700	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184710	3111	6195	3879	3024	4187	4523
HORVU.MOREX.r3.2HG0184740	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184760	85	6	44	36	17	61
HORVU.MOREX.r3.2HG0184780	300	202	204	249	211	263
HORVU.MOREX.r3.2HG0184820	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184840	1674	1771	1646	1792	1770	2045
HORVU.MOREX.r3.2HG0184870	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184890	1815	1157	1277	1375	1139	1479
HORVU.MOREX.r3.2HG0184920	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184930	8	28	14	24	8	11
HORVU.MOREX.r3.2HG0184960	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184980	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0184990	2132	1906	1213	1673	1930	1692
HORVU.MOREX.r3.2HG0185000	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185030	7468	7621	7418	6992	7312	8810
HORVU.MOREX.r3.2HG0185050	29	111	51	51	86	96
HORVU.MOREX.r3.2HG0185060	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185070	0	6	0	2	1	6
HORVU.MOREX.r3.2HG0185090	1997	1653	1471	2369	1664	1966
HORVU.MOREX.r3.2HG0185100	371	408	437	459	453	426
HORVU.MOREX.r3.2HG0185130	49	55	59	68	68	46
HORVU.MOREX.r3.2HG0185140	649	1546	1183	572	1191	1036
HORVU.MOREX.r3.2HG0185160	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185190	2060	1619	1547	1878	1596	2151
HORVU.MOREX.r3.2HG0185210	1128	1196	1087	870	1215	1209
HORVU.MOREX.r3.2HG0185220	8721	6341	5511	8861	7139	10377
HORVU.MOREX.r3.2HG0185230	1726	1096	1356	1770	1804	1841
HORVU.MOREX.r3.2HG0185240	16	17	27	37	14	16
HORVU.MOREX.r3.2HG0185260	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185290	4	7	4	14	5	7
HORVU.MOREX.r3.2HG0185300	816	622	661	625	649	782
HORVU.MOREX.r3.2HG0185310	3760	4028	2623	3997	3070	3907
HORVU.MOREX.r3.2HG0185320	110	73	129	120	92	112
HORVU.MOREX.r3.2HG0185330	18	6	11	6	19	6
HORVU.MOREX.r3.2HG0185340	26	19	16	15	23	6
HORVU.MOREX.r3.2HG0185360	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185370	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185380	476	320	350	633	353	538
HORVU.MOREX.r3.2HG0185390	135	94	90	113	98	115
HORVU.MOREX.r3.2HG0185400	501	584	342	530	439	479
HORVU.MOREX.r3.2HG0185430	22	20	25	31	19	11
HORVU.MOREX.r3.2HG0185440	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185450	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185460	292	314	288	155	207	216
HORVU.MOREX.r3.2HG0185480	479	371	353	469	325	530
HORVU.MOREX.r3.2HG0185490	605	821	809	386	722	625
HORVU.MOREX.r3.2HG0185500	1047	1984	836	1504	889	1247
HORVU.MOREX.r3.2HG0185510	526	423	381	551	417	491
HORVU.MOREX.r3.2HG0185540	397	327	259	360	366	323
HORVU.MOREX.r3.2HG0185550	6	1	2	0	3	6
HORVU.MOREX.r3.2HG0185570	18	23	23	32	24	12
HORVU.MOREX.r3.2HG0185580	416	250	320	429	347	387
HORVU.MOREX.r3.2HG0185590	944	881	772	929	901	973
HORVU.MOREX.r3.2HG0185610	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185630	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185640	24	34	36	39	20	20
HORVU.MOREX.r3.2HG0185650	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185660	309	295	233	394	316	407
HORVU.MOREX.r3.2HG0185670	291	247	282	250	248	295
HORVU.MOREX.r3.2HG0185760	1	1	1	0	0	0
HORVU.MOREX.r3.2HG0185770	16	55	22	16	28	5
HORVU.MOREX.r3.2HG0185800	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185820	3	2	5	1	0	8
HORVU.MOREX.r3.2HG0185830	4	4	3	20	2	10
HORVU.MOREX.r3.2HG0185840	18	12	12	23	12	47
HORVU.MOREX.r3.2HG0185850	75	101	70	94	81	85
HORVU.MOREX.r3.2HG0185860	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185870	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185880	424	218	251	68	46	91
HORVU.MOREX.r3.2HG0185890	2913	4620	3908	3449	3450	4261
HORVU.MOREX.r3.2HG0185910	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185930	2	2	1	2	0	4
HORVU.MOREX.r3.2HG0185960	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0185970	0	0	0	1	0	0
HORVU.MOREX.r3.2HG0185980	2	0	0	0	2	2
HORVU.MOREX.r3.2HG0186020	15	20	10	18	24	12
HORVU.MOREX.r3.2HG0186030	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0186060	50	52	67	88	63	78
HORVU.MOREX.r3.2HG0186080	0	11	6	59	11	8
HORVU.MOREX.r3.2HG0186150	445	979	580	1980	1048	1563
HORVU.MOREX.r3.2HG0186160	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0186180	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0186190	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0186200	6	6	0	2	0	0
HORVU.MOREX.r3.2HG0186210	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0186230	664	418	520	341	416	426
HORVU.MOREX.r3.2HG0186240	1321	1892	1442	1704	1755	1870
HORVU.MOREX.r3.2HG0186300	315	255	205	321	233	339
HORVU.MOREX.r3.2HG0186310	807	749	502	1232	640	801
HORVU.MOREX.r3.2HG0186340	117	223	147	149	253	227
HORVU.MOREX.r3.2HG0186360	536	940	515	721	637	703
HORVU.MOREX.r3.2HG0186370	417	593	307	527	458	672
HORVU.MOREX.r3.2HG0186400	79	45	77	28	48	42
HORVU.MOREX.r3.2HG0186410	829	2768	1134	2533	2228	2182
HORVU.MOREX.r3.2HG0186430	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0186440	0	19	0	0	1	0
HORVU.MOREX.r3.2HG0186470	2869	4296	3151	2221	3608	3599
HORVU.MOREX.r3.2HG0186480	65	40	28	189	48	78
HORVU.MOREX.r3.2HG0186490	221	222	201	196	183	219
HORVU.MOREX.r3.2HG0186500	34	15	26	13	18	28
HORVU.MOREX.r3.2HG0186510	6	0	0	0	0	2
HORVU.MOREX.r3.2HG0186530	484	422	454	295	342	509
HORVU.MOREX.r3.2HG0186540	12	11	14	61	23	46
HORVU.MOREX.r3.2HG0186550	2	0	0	0	0	2
HORVU.MOREX.r3.2HG0186560	340	291	237	180	206	280
HORVU.MOREX.r3.2HG0186630	1007	1115	1007	1012	954	1254
HORVU.MOREX.r3.2HG0186650	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0186670	1094	776	721	906	721	863
HORVU.MOREX.r3.2HG0186680	4	8	20	17	11	38
HORVU.MOREX.r3.2HG0186690	193	98	88	117	100	97
HORVU.MOREX.r3.2HG0186700	107	62	67	84	50	69
HORVU.MOREX.r3.2HG0186710	274	243	247	268	226	217
HORVU.MOREX.r3.2HG0186720	748	935	914	803	1057	1361
HORVU.MOREX.r3.2HG0186730	774	562	603	737	589	732
HORVU.MOREX.r3.2HG0186750	0	0	0	0	2	0
HORVU.MOREX.r3.2HG0186770	0	0	0	0	0	3
HORVU.MOREX.r3.2HG0186780	4	4	7	6	3	17
HORVU.MOREX.r3.2HG0186820	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0186840	2122	2385	2105	2453	2133	2321
HORVU.MOREX.r3.2HG0186850	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0186860	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0186870	867	837	500	1238	1065	1112
HORVU.MOREX.r3.2HG0186940	1	0	0	0	0	0
HORVU.MOREX.r3.2HG0186970	928	492	643	457	397	594
HORVU.MOREX.r3.2HG0186980	298	88	155	197	149	245
HORVU.MOREX.r3.2HG0187000	0	0	0	14	0	0
HORVU.MOREX.r3.2HG0187010	2	0	0	4	0	0
HORVU.MOREX.r3.2HG0187030	718	413	527	773	494	674
HORVU.MOREX.r3.2HG0187050	118	207	128	312	226	194
HORVU.MOREX.r3.2HG0187080	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0187090	973	1372	1077	1001	1032	1176
HORVU.MOREX.r3.2HG0187100	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0187120	158	146	167	41	49	62
HORVU.MOREX.r3.2HG0187130	221	135	114	82	136	123
HORVU.MOREX.r3.2HG0187140	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0187170	1958	3394	1982	2185	3106	3034
HORVU.MOREX.r3.2HG0187210	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0187360	143	184	125	236	180	279
HORVU.MOREX.r3.2HG0187430	1296	781	1068	1209	966	1246
HORVU.MOREX.r3.2HG0187440	364	318	258	363	343	358
HORVU.MOREX.r3.2HG0187450	899	740	865	1226	739	1084
HORVU.MOREX.r3.2HG0187460	0	2	0	2	0	0
HORVU.MOREX.r3.2HG0187470	83	70	39	125	53	72
HORVU.MOREX.r3.2HG0187500	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0187530	1905	1789	1692	2174	1629	2104
HORVU.MOREX.r3.2HG0187540	911	568	352	468	537	559
HORVU.MOREX.r3.2HG0187550	267	172	223	213	154	207
HORVU.MOREX.r3.2HG0187560	2944	1880	2155	2420	2030	2634
HORVU.MOREX.r3.2HG0187570	603	1039	577	968	928	1374
HORVU.MOREX.r3.2HG0187590	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0187610	310	317	207	351	300	367
HORVU.MOREX.r3.2HG0187620	304	359	348	228	259	263
HORVU.MOREX.r3.2HG0187630	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0187640	572	548	352	652	516	558
HORVU.MOREX.r3.2HG0187650	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0187660	0	0	0	0	0	2
HORVU.MOREX.r3.2HG0187680	0	0	2	0	0	2
HORVU.MOREX.r3.2HG0187690	0	0	1	2	4	4
HORVU.MOREX.r3.2HG0187760	2466	2451	1319	1694	1936	1973
HORVU.MOREX.r3.2HG0187780	1994	1746	1720	2217	1838	2364
HORVU.MOREX.r3.2HG0187800	969	742	629	1009	772	925
HORVU.MOREX.r3.2HG0187810	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0187820	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0187830	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0187850	213	216	209	199	215	206
HORVU.MOREX.r3.2HG0187860	515	326	280	298	588	884
HORVU.MOREX.r3.2HG0187870	1265	1070	1182	1192	1098	1488
HORVU.MOREX.r3.2HG0187880	12	9	12	2	12	5
HORVU.MOREX.r3.2HG0187890	895	759	910	642	731	885
HORVU.MOREX.r3.2HG0187900	451	244	347	376	399	423
HORVU.MOREX.r3.2HG0187910	86	52	70	101	55	92
HORVU.MOREX.r3.2HG0187920	161	119	135	118	142	111
HORVU.MOREX.r3.2HG0187930	171	126	125	165	132	151
HORVU.MOREX.r3.2HG0187940	1971	2422	1116	1516	1508	1587
HORVU.MOREX.r3.2HG0187970	20	10	14	12	31	17
HORVU.MOREX.r3.2HG0187980	762	622	467	707	527	558
HORVU.MOREX.r3.2HG0187990	96	52	49	62	54	60
HORVU.MOREX.r3.2HG0188000	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0188010	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0188020	0	2	0	0	2	0
HORVU.MOREX.r3.2HG0188030	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0188040	7	6	10	17	7	6
HORVU.MOREX.r3.2HG0188050	63	30	32	20	19	26
HORVU.MOREX.r3.2HG0188060	192	167	139	133	159	163
HORVU.MOREX.r3.2HG0188070	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0188080	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0188090	0	0	0	0	0	0
HORVU.MOREX.r3.2HG0188110	211	133	125	189	126	143
HORVU.MOREX.r3.2HG0188120	4	4	0	0	2	0
HORVU.MOREX.r3.2HG0188130	1366	1287	1239	1293	1305	1440
HORVU.MOREX.r3.2HG0188160	181	22	52	167	129	263
HORVU.MOREX.r3.2HG0188170	11	0	2	2	0	2
HORVU.MOREX.r3.2HG0188190	2409	886	1685	978	1004	1108
HORVU.MOREX.r3.2HG0188200	89	200	127	68	158	139
HORVU.MOREX.r3.2HG0188210	77	71	75	102	59	66
HORVU.MOREX.r3.2HG0188220	409	400	291	355	305	405
HORVU.MOREX.r3.2HG0188230	668	666	513	560	559	635
HORVU.MOREX.r3.2HG0188270	1187	1251	700	1264	845	972
HORVU.MOREX.r3.2HG0188290	62885	81479	71946	58755	65872	74058
HORVU.MOREX.r3.2HG0188300	1972	1460	1522	1539	1263	1794
HORVU.MOREX.r3.2HG0188310	6617	5389	4632	4642	4277	5385
HORVU.MOREX.r3.2HG0188320	207	56	123	193	46	136
HORVU.MOREX.r3.2HG0188370	512	389	359	424	362	488
HORVU.MOREX.r3.2HG0188380	0	0	2	0	2	0
HORVU.MOREX.r3.2HG0188410	0	0	0	0	0	0
